external_id,purchase_collection
product_template_12CJ1091_221321,SSX
product_template_11CJ1091_257419,SSX
product_template_12CJ1051_831897,STH
product_template_12CJ1061_391222,TABLERO MECANIZADO
product_template_11CJ1061_969854,TABLERO MECANIZADO
product_template_11CJ1051_914045,STH
product_template_35CJ1031_398988,TAC
product_template_8838_092e8734,DUN
product_template_12ML6250_271814,MLM
product_template_12ML5250_170432,MLM
product_template_12ML6150_526155,MLM
product_template_12ML5150_903501,MLM
product_template_11CJ1021_653754,STH
product_template_12ML7012_377792,MLM
product_template_11ML7012_177346,MLM
product_template_12ML7011_408680,MLM
product_template_11ML7011_435943,MLM
product_template_12CJ0012_661053,STH
product_template_11CJ0012_826772,STH
product_template_12CJ0052_882290,STH
product_template_11CJ0052_387014,STH
product_template_12CJ0022_620432,STH
product_template_11CJ0022_853919,STH
product_template_12LO1065_951487,LIT
product_template_11LO1065_446445,LIT
product_template_12LO1066_277011,LIT
product_template_11LO1066_953529,LIT
product_template_12CJ0011_358002,STH
product_template_11CJ0011_387138,STH
product_template_12CJ0021_526089,STH
product_template_11CJ0021_927645,STH
product_template_8837_8210be67,DUN
product_template_10404_ace68db5,MGT
product_template_12ML6271_290613,MLM
product_template_12ML5271_925102,MLM
product_template_12TM0101_405027,TAC
product_template_12TM0102_479912,TAC
product_template_12ML6272_897027,MLM
product_template_12ML5272_365522,MLM
product_template_12LO1064_282605,LIT
product_template_11LO1064_388520,LIT
product_template_12TM0104_569105,TAC
product_template_12CJ1042_279185,STH
product_template_11CJ1042_794119,STH
product_template_12ML7002_264438,MLM
product_template_11ML7002_116063,MLM
product_template_12CJ1012_618229,STH
product_template_11CJ1012_871405,STH
product_template_12CJ1022_683328,STH
product_template_11CJ1022_290918,STH
product_template_12CJ1092_402552,SSX
product_template_11CJ1092_504255,SSX
product_template_12CJ1052_578498,STH
product_template_12CJ1062_461747,TABLERO MECANIZADO
product_template_11CJ1062_915664,TABLERO MECANIZADO
product_template_11CJ1052_356610,STH
product_template_35CJ1032_842000,TAC
product_template_8839_e977e66b,DUN
product_template_10408_69b7fff9,MGT
product_template_12ML6260_152239,MLM
product_template_12ML5260_314625,MLM
product_template_12ML6160_244876,MLM
product_template_12ML5160_711564,MLM
product_template_12569_d076a858,COV
product_template_11753_8ace95a1,COV
product_template_11758_14a705b6,COV
product_template_11762_ac35660b,COV
product_template_12806_2f0ba8d3,COV
product_template_12784_48306e93,COV
product_template_12819_30fe77e3,COV
product_template_11760_f78a07e6,COV
product_template_11757_07a404aa,COV
product_template_11764_189bf3f0,COV
product_template_12039_932c8c83,COV
product_template_11761_d6acf73a,COV
product_template_12777_9df5571e,COV
product_template_12808_f9759581,COV
product_template_13108_5e01e016,COV
product_template_13107_c7794019,COV
product_template_12771_fc100757,COV
product_template_12778_f496777f,COV
product_template_12776_5c290974,COV
product_template_12779_9ac7c659,COV
product_template_12810_c087c44b,COV
product_template_11755_a7bf722e,COV
product_template_11759_56549a97,COV
product_template_11763_63fbfdb1,COV
product_template_12802_27b4f267,COV
product_template_12785_316fd8ad,COV
product_template_12783_d7040b28,COV
product_template_12780_02a4d154,COV
product_template_12782_482981f7,COV
product_template_12804_a0b2840f,COV
product_template_12815_4579a278,COV
product_template_12781_7d7ee204,COV
product_template_11341_8cf57e8b,EMBALAJE
product_template_11342_95f1d3eb,EMBALAJE
product_template_11343_19507544,EMBALAJE
product_template_71425_383353,GIN
product_template_71239_226277,VIDRIOS
product_template_12768_83a0f12a,MADERA
product_template_12788_32c32231,HERRAJE
product_template_12789_d24d347a,HERRAJE
product_template_12765_0747832d,ELECTRIFICACION
product_template_11297_27a0f05e,ELECTRIFICACION
product_template_10871_e584e163,ELECTRIFICACION
product_template_10870_b39e1e21,ELECTRIFICACION
product_template_10469_e329560f,ELECTRIFICACION
product_template_10869_d247f7e1,ELECTRIFICACION
product_template_11237_fc87049b,EMBALAJE
product_template_74021_458924,EMBALAJE
product_template_74162_847248,EMBALAJE
product_template_98168_349101,EMBALAJE
product_template_74271_188794,FIR/LUC
product_template_CURV_EX7467_921186,ELX
product_template_CURV_EX7466_836830,ELX
product_template_790015_178418,ERN
product_template_10032_d52c76ad,PULIMENTO
product_template_10033_92fec2fb,PULIMENTO
product_template_9530_b968f4c4,CRL
product_template_12204_c2173090,PULIMENTO
product_template_78780_661403,PULIMENTO
product_template_10034_753da1e0,PULIMENTO
product_template_79000_295729,ERN
product_template_79035_223814,LIT
product_template_10035_59f685ef,PULIMENTO
product_template_12738_7fb774c0,MLM
product_template_10430_4726cae6,BISAGRA
product_template_70594_831984,PLT
product_template_99104_925410,PULIMENTO
product_template_99003_883042,PULIMENTO
product_template_99010_289799,PULIMENTO
product_template_99116_459708,PULIMENTO
product_template_71173_286693,PULIMENTO
product_template_10036_5151ef60,ERN
product_template_99004_522060,PULIMENTO
product_template_74260_799813,ELECTRIFICACION
product_template_9997_59bc26c3,ELECTRIFICACION
product_template_12LO0382_661282,LIT
product_template_11LO0382_472172,LIT
product_template_11MB2029_424341,TABLERO MECANIZADO
product_template_12MB2029_722461,TABLERO MECANIZADO
product_template_35LO0911_710168,LIT
product_template_12MB2019_516940,TABLERO MECANIZADO
product_template_11MB2019_579230,TABLERO MECANIZADO
product_template_10554_5e5aa087,TABLERO MECANIZADO
product_template_10553_10cfa6f5,TABLERO MECANIZADO
product_template_8842_aa3893ce,DUN
product_template_12MB2025_413197,TABLERO MECANIZADO
product_template_11MB2025_268263,TABLERO MECANIZADO
product_template_12MB2017_651374,TABLERO MECANIZADO
product_template_11MB2017_753880,TABLERO MECANIZADO
product_template_12MB2027_155901,TABLERO MECANIZADO
product_template_11MB2027_547009,TABLERO MECANIZADO
product_template_35LO0915_943978,LIT
product_template_35LO0910_975877,LIT
product_template_35CH3510_620522,TABLERO MECANIZADO
product_template_12557_1e7a9136,CRL
product_template_12278_3756f562,DUN
product_template_11276_19610934,DUN
product_template_10877_1b540897,DUN
product_template_10886_a213f9ef,DUN
product_template_12757_5a64bce7,DUN
product_template_10884_6f181617,DUN
product_template_10875_2bb64b74,DUN
product_template_12758_9795ae5f,DUN
product_template_10879_e9233d51,DUN
product_template_10883_c63202bf,DUN
product_template_12246_f321c0c3,DUN
product_template_11272_2eb226ed,DUN
product_template_10102_d41d5222,DUN
product_template_12243_cc48aa93,DUN
product_template_12581_80927729,DUN
product_template_11678_55a8220d,DUN
product_template_11680_3892734f,DUN
product_template_13384_eb219160,DUN
product_template_12017_911e1dc5,MLM
product_template_12040_185b44a8,MLM
product_template_12094_9a4f37d6,MLM
product_template_12170_fb0accaa,MLM
product_template_12093_28ba3d71,MLM
product_template_12257_41b4e0be,MLM
product_template_12791_09945cae,HERRAJE
product_template_12790_07c9ea2b,HERRAJE
product_template_8455_f0aab9b1,STH
product_template_8454_78041efe,STH/SSX
product_template_8456_40bacbed,STH/SSX/MLM
product_template_8449_87f66bbe,STH
product_template_8992_9973203a,NCL
product_template_8453_560d712a,STH/SSX/MLM
product_template_74092_894361,MLM
product_template_74082_789051,MLM
product_template_71821_188111,MLM
product_template_71820_350498,MLM
product_template_35ML0022_440616,MLM
product_template_74079_802410,MLM
product_template_35ML0011_789905,MLM
product_template_71811_362284,MLM
product_template_35ML3721_850148,MLM
product_template_71527_491341,MLM
product_template_71494_944842,MLM
product_template_74075_965248,MLM
product_template_35ML3731_507750,MLM
product_template_71497_971091,MLM
product_template_74095_337706,MLM
product_template_8872_a9e2dd8d,MLM
product_template_35ML3741_658362,MLM
product_template_71533_205138,MLM
product_template_71500_683235,MLM
product_template_8857_6dae260c,MLM
product_template_8858_783813e9,MLM
product_template_8856_c5e81eec,MLM
product_template_10546_a88d2442,MLM
product_template_35ML3751_537611,MLM
product_template_78937_564018,MLM
product_template_78936_485203,MLM
product_template_78935_281872,MLM
product_template_78934_888022,MLM
product_template_10433_2c095640,MGT
product_template_9797_84eb5ab5,TORNILLERA
product_template_8749_e2bcd991,TORNILLERA
product_template_8382_39cab9da,TORNILLERA
product_template_11520_856e6c87,HERRAJE
product_template_12ML3811_745894,MLM
product_template_11ML3811_182568,MLM
product_template_11344_bf3b7491,STH
product_template_12SK4801_467856,STH
product_template_11SK4801_214727,STH
product_template_12SX0100_425136,SSX
product_template_11SX0100_254845,SSX
product_template_12ML3821_696784,MLM
product_template_11ML3821_682811,MLM
product_template_12507_60feec37,STH
product_template_12SK4811_353647,STH
product_template_11SK4811_542254,STH
product_template_12SX0011_816742,SSX
product_template_11SX0011_260486,SSX
product_template_10595_2c30dc71,SSX
product_template_9990_b9ec7d2f,HUG
product_template_11FR1010_797928,FIA
product_template_12ML3831_716469,MLM
product_template_11ML3831_319153,MLM
product_template_8801_2d51e0d9,STH
product_template_12SK4821_587641,STH
product_template_11SK4821_611465,STH
product_template_12SX0021_838556,SSX
product_template_11SX0021_139233,SSX
product_template_10795_cb8d17f9,SSX
product_template_9064_4d4d7ff3,MLM
product_template_12ML3842_503516,MLM
product_template_11ML3842_748791,MLM
product_template_12ML3841_395941,MLM
product_template_11ML3841_132051,MLM
product_template_8518_334951fb,STH
product_template_12SK4831_946057,STH
product_template_11SK4831_705306,STH
product_template_12SX0031_261357,SSX
product_template_11SX0031_384354,SSX
product_template_12CH4110_457735,CHC
product_template_8836_20f893b7,DUN
product_template_13081_e9ceb3d2,MLM
product_template_12ML3851_867328,MLM
product_template_11ML3851_764589,MLM
product_template_12508_914fc563,STH
product_template_12SX0046_225788,STH/SSX
product_template_11SX0046_466054,STH/SSX
product_template_8830_b07a2de4,DUN
product_template_9324_d1b76fb0,MLM
product_template_9767_e5ddef94,FIA
product_template_9973_cf1ad90d,FIA
product_template_9769_d112f1e9,FIA
product_template_9975_f87aba83,FIA
product_template_12TM2400_443603,TAC
product_template_10865_50ea849f,PIEDRA
product_template_10868_570ab06b,PIEDRA
product_template_10866_733059b0,PIEDRA
product_template_10867_19be23b2,PIEDRA
product_template_9374_a5d4d793,STH
product_template_12SK1470_411317,STH
product_template_11SK1470_641706,STH
product_template_10390_931118a3,VLS
product_template_10394_7dd1f927,VLS
product_template_12ML3833_500842,MLM
product_template_11ML3833_719206,MLM
product_template_9071_d5e83a9d,MLM
product_template_11325_87bda80c,MLM
product_template_13139_cce57b2e,MLM
product_template_9320_ea77ddd6,MLM
product_template_9364_ba2c5b9a,STH
product_template_9363_69d61f05,STH
product_template_10411_b588aaca,MGT
product_template_9645_92e88c8c,STH
product_template_11SK4841_367946,STH
product_template_12SK4841_327672,STH
product_template_12SK4851_385339,STH
product_template_11SK4851_813053,STH
product_template_9644_60ff04e5,STH
product_template_12SK4861_928386,STH
product_template_11SK4861_912949,STH
product_template_12SK4871_680263,STH
product_template_11SK4871_671389,STH
product_template_12SK4891_145868,STH
product_template_11SK4891_819154,STH
product_template_10611_f4084dc9,CHC
product_template_12CH4500_431389,CHC
product_template_10612_bc54241d,BRD
product_template_11CH4500_735953,CHC
product_template_74027_166157,PIEDRA
product_template_74175_587358,PIEDRA
product_template_74164_542952,PIEDRA
product_template_9396_b9d78502,NCL
product_template_74170_613639,PIEDRA
product_template_74025_446525,PIEDRA
product_template_74182_383760,PIEDRA
product_template_74171_706286,PIEDRA
product_template_74026_264250,PIEDRA
product_template_74194_659417,PIEDRA
product_template_74187_457255,PIEDRA
product_template_74176_633877,PIEDRA
product_template_74165_622820,PIEDRA
product_template_11331_b610815f,MLM
product_template_74192_400822,PIEDRA
product_template_12925_6e6fb38f,MLM
product_template_74173_850492,PIEDRA
product_template_9591_425ea4ee,PIEDRA
product_template_9594_025578b5,MLM
product_template_12CH4100_996514,CHC
product_template_11CH4100_919494,BRD
product_template_12CH4200_582314,CHC
product_template_11CH4200_299982,BRD
product_template_11793_05ccfe8c,TAC
product_template_10037_025c2086,ERN
product_template_79015_781599,ERN
product_template_12534_cb7d1558,TAC
product_template_10929_ff2f5b56,TAC
product_template_10930_2c09db2d,TAC
product_template_12089_cd09fe11,TORNILLERA
product_template_13624_23ee1bef,MADERA
product_template_12ER0011MP_666756,ERN
product_template_11ER0011MP_833940,ERN
product_template_11303_b309be7c,ACCESORIOS
product_template_70195_942878,LIT
product_template_70551_327544,BRD
product_template_70147_580612,HERRAJE
product_template_ZC1100_786770,ZOCALO
product_template_70027_701525,LIT
product_template_CH0020_289163,CHC
product_template_HG0010_469018,HUG
product_template_13363_f09b09ba,HUG
product_template_9555_3fd5f40a,DUN
product_template_VL0002_381736,VLS
product_template_9860_8ee6071f,TORNILLERA
product_template_9685_0009e7f9,TORNILLERA
product_template_9479_d62bff40,TORNILLERA
product_template_10864_43026109,CRL
product_template_13095_7b4968a6,MLM
product_template_12849_4c0b9f60,PIEDRA
product_template_11438_8f0925ff,STH
product_template_11437_80e66430,STH
product_template_11442_727c82c5,STH
product_template_11441_6bb56c56,STH
product_template_12834_25b00deb,CRT
product_template_12835_7d739d08,CRT
product_template_12836_324c5359,CRT
product_template_11958_49546dbd,CRT
product_template_11959_d243285d,CRT
product_template_11960_9a72616f,CRT
product_template_11961_21cab6b3,CRT
product_template_11962_27bc07a2,CRT
product_template_11963_16b63be2,CRT
product_template_13415_af0df7fa,GAR
product_template_11175_2d8cc3f9,CRT
product_template_13479_5f823fbc,SEN
product_template_10894_3ece87ed,GIN
product_template_10897_146ee8ff,GIN
product_template_10896_ed6cbc41,GIN
product_template_10895_c71c294a,GIN
product_template_10848_b1f946ff,SEN
product_template_10849_38a942c0,SEN
product_template_10850_bad4a05a,SEN
product_template_10851_d4ab5820,SEN
product_template_10852_d3c1ee79,SEN
product_template_13416_1bb5ce8b,GAR
product_template_70175_914824,LIT
product_template_10410_da7f23a2,MGT
product_template_12LT5525_225677,LIT
product_template_11LT5525_533041,LIT
product_template_12LT5526_560378,LIT
product_template_11LT5526_668675,LIT
product_template_35TA0151_685576,TAC
product_template_35MB2016_711641,TABLERO MECANIZADO
product_template_8841_73c17dae,DUN
product_template_12LT5529_473264,LIT
product_template_11LT5529_830146,LIT
product_template_70174_413337,LIT
product_template_10456_741572c5,TABLERO MECANIZADO
product_template_35TA0081_610000,TAC
product_template_12LO0061_418096,LIT
product_template_11LO0061_861005,HUG
product_template_12SK0640_787233,STH
product_template_11SK0640_626245,STH
product_template_12LO0851_545586,LIT
product_template_11LO0851_472110,LIT
product_template_12LO0461_466000,LIT
product_template_11LO0461_212584,LIT
product_template_9777_633be080,FIA
product_template_9971_a480fcd3,FIA
product_template_35LO0921_713733,LIT
product_template_13150_0ea1f05e,MADERA
product_template_12ML3822_345964,MLM
product_template_11ML3822_427718,MLM
product_template_12ME1220_847577,TABLERO MECANIZADO
product_template_11ME1220_926895,TABLERO MECANIZADO
product_template_10482_e57741eb,TABLERO MECANIZADO
product_template_10593_9cd2ac7b,SSX
product_template_11ML3812_264194,MLM
product_template_12ME1210_448537,TABLERO MECANIZADO
product_template_11ME1210_340535,TABLERO MECANIZADO
product_template_12LP0220_890952,TABLERO MECANIZADO
product_template_11LP0220_617556,LIT
product_template_12LP0120_853333,TABLERO MECANIZADO
product_template_11LP0120_622360,LIT
product_template_9775_0392c8c4,FIA
product_template_12LP0059_748181,LIT
product_template_11LP0059_837095,LIT
product_template_12MB4011_462489,TABLERO MECANIZADO
product_template_11MB4011_401242,TABLERO MECANIZADO
product_template_11VL4020_412096,VLS
product_template_11VL4010_558554,VLS
product_template_9657_816a5a96,STH
product_template_9658_f6835c28,STH
product_template_12ST0110_618970,STH
product_template_11ST0110_474760,STH
product_template_12ST0211_945739,STH
product_template_11ST0211_321468,STH
product_template_12ST0212_626531,STH
product_template_11ST0212_337188,STH
product_template_12MB2026_638238,TABLERO MECANIZADO
product_template_11MB2026_290932,TABLERO MECANIZADO
product_template_9960_9bfb376d,DUN
product_template_9994_69fb673c,DUN
product_template_9322_53140996,MLM
product_template_9059_bd651639,RIO
product_template_LP0057_585730,LIT
product_template_12414_7f0f6515,MLM
product_template_P_PL70127_709793,PLT
product_template_12398_2582e52e,DUN
product_template_11BR0051MP_465354,BRD
product_template_11MI0011MP_359692,MADERA
product_template_LO4011_943370,LIT
product_template_LO4010_190524,LIT
product_template_LO2011_870868,LIT
product_template_CH4001_418909,CHC
product_template_CH3001_726020,CHC
product_template_CH4000_627971,CHC
product_template_12929_bdde588c,METAL
product_template_LO1100MP_671028,LIT
product_template_LO1200MP_309469,LIT
product_template_10915_e887db3e,LIT
product_template_LO4000MP_432403,LIT
product_template_LO5000MP_833048,LIT
product_template_LO1101MP_791942,LIT
product_template_LO1201MP_193895,LIT
product_template_LO4001MP_809468,LIT
product_template_LO5001MP_674918,LIT
product_template_10918_c2860e32,LIT
product_template_LO4002MP_306398,LIT
product_template_LO5002MP_625956,LIT
product_template_10919_b5527a15,LIT
product_template_11BR3211MP_897343,BRD
product_template_12205_798c5fe6,PCN
product_template_SE0400_185910,SEN
product_template_SE0500_976521,SEN
product_template_10530_2d4290ff,SSX
product_template_11BR0061MP_948068,BRD
product_template_10529_c9c0f17a,SSX
product_template_SE0300_540246,SEN
product_template_CH3000_324220,CHC
product_template_12674_0b587262,EMBALAJE
product_template_71427_593039,GIN
product_template_13381_dd0907b7,EMBALAJE
product_template_12844_543bcbc9,HERRAJE
product_template_12843_03e964ee,HERRAJE
product_template_12847_3755f5ef,HERRAJE
product_template_12676_e85931a4,EMBALAJE
product_template_70986_823078,TORNILLERA
product_template_98204_583749,TORNILLERA
product_template_70153_760840,TORNILLERA
product_template_70777_443012,TORNILLERA
product_template_8548_0cbd91b2,TORNILLERA
product_template_70983_399877,TORNILLERA
product_template_8386_b287a57f,TORNILLERA
product_template_FABR_AC4021_352360,TABLERO MECANIZADO ACABADO
product_template_FABR_AC4121_316286,TABLERO MECANIZADO ACABADO
product_template_FABR_AC4031_778694,TABLERO MECANIZADO ACABADO
product_template_FABR_AC4131_274885,TABLERO MECANIZADO ACABADO
product_template_10422_e61608c3,MGT
product_template_10414_6b549354,MGT
product_template_10960_649456ab,MLM
product_template_10959_3e7aed94,MLM
product_template_10958_0d050585,MLM
product_template_12683_c90204ef,EMBALAJE
product_template_10450_f9e26aaf,ACCESORIOS
product_template_78954_584525,ACCESORIOS
product_template_11539_c8e09906,TAC
product_template_8893_43d96662,EMBALAJE
product_template_99048_916240,PULIMENTO
product_template_71319_420186,PULIMENTO
product_template_78949_661766,PULIMENTO
product_template_99040_289975,PULIMENTO
product_template_79017_490483,ERN
product_template_12LO0611_116568,LIT
product_template_11LO0611_434747,LIT
product_template_12LO0601_595466,LIT
product_template_11LO0601_949076,LIT
product_template_FR0030_480018,DUN
product_template_12LO0324_952470,LIT
product_template_11LO0324_918957,LIT
product_template_11993_22483407,MADERA
product_template_12LO2100_854849,LIT
product_template_11LO2100_156695,LIT
product_template_12ML0040_761054,MLM
product_template_11ML0040_673597,MLM
product_template_11ML0030_241828,MLM
product_template_12LO5010_638513,LIT
product_template_11LO5010_366041,LIT
product_template_12TA2110_544752,TAC
product_template_11TA2110_132658,TAC
product_template_12TA2160_749441,TAC
product_template_11TA2160_188989,TAC
product_template_12SK0331_180735,STH
product_template_12TA2100_988342,TAC
product_template_11TA2100_472169,TAC
product_template_12TA2150_185011,TAC
product_template_11TA2150_895575,TAC
product_template_12SK6050_371937,STH
product_template_11SK6050_767330,STH
product_template_12SK3020_180953,STH
product_template_11SK3020_608103,STH
product_template_12SK4020_566906,STH
product_template_11SK4020_338762,STH
product_template_12SK2010_862835,STH
product_template_8372_2f92c90d,STH
product_template_12SK3010_ESP_233838,STH
product_template_216941-SK5010_652391,STH
product_template_12SK3010_167221,STH
product_template_11SK3010_722614,STH
product_template_12ML0080_303684,MLM
product_template_11ML0080_851723,MLM
product_template_12SK4010_142308,STH
product_template_11SK4010_719514,STH
product_template_12SK5010_538513,STH
product_template_9456_0e513e30,STH
product_template_12SK0231_443498,STH
product_template_11SK0231_422766,STH
product_template_10400_77396c7b,MGT
product_template_10397_830d4f64,MGT
product_template_12ME0042_430611,TABLERO MECANIZADO
product_template_11ME0042_206964,TABLERO MECANIZADO
product_template_12SK1110_873656,STH
product_template_11SK1110_611457,STH
product_template_12SK1120_289182,STH
product_template_11SK1120_940363,STH
product_template_12ME1120_197890,TABLERO MECANIZADO
product_template_12ME1110_147318,TABLERO MECANIZADO
product_template_12SK1030_796372,STH
product_template_11SK1030_144407,STH
product_template_12CH0060_613605,CHC
product_template_35TA0192_216116,TAC
product_template_12SX0061_435517,SSX
product_template_12045_17e716cc,SSX
product_template_11SX0061_281015,SSX
product_template_12044_52c0f979,SSX
product_template_11991_2b780b55,STH
product_template_11988_b5d7b6db,STH
product_template_12SK5020_559878,STH
product_template_11SK5020_798347,STH
product_template_11997_c92f8ebd,STH
product_template_11996_d1808724,STH
product_template_35TA0191_921605,TAC
product_template_10893_f45abceb,TORNILLERA
product_template_11500_63670df3,HUG
product_template_12313_5c45e9ba,HUG
product_template_13389_f7fe219b,CURVADO
product_template_13646_4ed3fb68,CURVADO
product_template_13648_5f099ff2,CURVADO
product_template_13649_6be863c2,CURVADO
product_template_13143_ec9f8d45,MLM
product_template_13142_b7ef5b84,MLM
product_template_13642_739a99af,CURVADO
product_template_8757_e1ed2127,MLM
product_template_11335_ef3af1bf,EMBALAJE
product_template_11309_fe715d84,EMBALAJE
product_template_74276_137328,CONSUMIBLES
product_template_12097_cd2711b6,MLM
product_template_9812_fad32953,LIT
product_template_11192_f685c3fd,ESTRUCTURA METALICA
product_template_11289_5120b257,ESTRUCTURA METALICA
product_template_11291_95cb0c35,ESTRUCTURA METALICA
product_template_11398_2e94677f,ESTRUCTURA METALICA
product_template_11204_9ffd1925,ESTRUCTURA METALICA
product_template_11191_e58ded55,PIEDRA
product_template_11195_43beca5b,MADERA
product_template_11224_6a6bd9e6,HERRAJE
product_template_11278_502182f4,HERRAJE
product_template_13388_700938b6,HERRAJE
product_template_9481_2408b205,HERRAJE
product_template_95808_658688,HERRAJE
product_template_13372_bda6bca8,DUN
product_template_13373_504ecfda,DUN
product_template_9890_8a4dc58c,FIA
product_template_9830_898cf23e,LIT
product_template_9850_b1d0757d,LIT
product_template_9839_b199f7d5,LIT
product_template_9853_a28af7b3,LIT
product_template_9842_f9716a40,LIT
product_template_9856_ad54b44a,LIT
product_template_9819_da44679e,LIT
product_template_9897_a2a44731,BRD
product_template_9899_b2e2c7ce,BRD
product_template_9898_8754d5d6,BRD
product_template_9900_fd541b71,BRD
product_template_9910_7e597fc6,BRD
product_template_9901_ce059eb2,HUG
product_template_8642_401376b6,STH
product_template_8585_031167f5,SSX
product_template_11843_8bfa8b42,TAC
product_template_11389_016ab8f5,CRL
product_template_13169_24b87543,CRT
product_template_13170_e573a66e,CRT
product_template_9499_93739755,DUN
product_template_9882_dd0824a0,FIR
product_template_11407_0dbb124d,HERRAJE
product_template_11842_7d10bafd,TAC
product_template_11860_466eeb75,TAC
product_template_11849_cbc89f15,TAC
product_template_9726_18d19376,TAC
product_template_13559_7e580b44,HERRAJE
product_template_9507_a7983f6f,HUG
product_template_9511_01456a10,HUG
product_template_9893_767b25f2,MAT
product_template_9496_c63c7868,MAV
product_template_9494_11720a53,MAV
product_template_10449_d0f76993,MGT
product_template_9579_17f96da9,MTS
product_template_9582_0d724706,MTS
product_template_9584_0b5330c6,MTS
product_template_9585_ada36540,MTS
product_template_9587_25b71ce4,MTS
product_template_9596_f9da7594,NCL
product_template_9750_81c06c86,RIO
product_template_9749_21d81588,RIO
product_template_9737_77a24ccb,RIO
product_template_9505_fbeb9ad1,SEN
product_template_9506_24e690a9,SEN
product_template_8363_dc7af31d,TAC
product_template_9896_c7d4ce30,BRD
product_template_9904_bdc1eed5,BRD
product_template_9478_00940316,CHC
product_template_9485_cf1987fb,CHC
product_template_9487_976a6915,CHC
product_template_9489_6e81be23,CHC
product_template_9738_fe3c74c8,STH
product_template_8378_b79f8297,STH
product_template_9739_044524f5,STH
product_template_8376_8e16e5b2,STH
product_template_9865_2abfe91d,DUN
product_template_9032_01af3b7d,DUN
product_template_9867_648d1a63,DUN
product_template_8851_d44bde24,DUN
product_template_8848_1c105ce6,DUN
product_template_9683_24b8313f,ELX
product_template_9782_572960c2,HUG
product_template_9998_0c37209b,FIR
product_template_8415_5f40698b,HUG
product_template_10841_64d7b275,HUG
product_template_9868_f0b406d8,LIT
product_template_9872_19790967,LIT
product_template_9874_aabc7975,LIT
product_template_9877_9a207ac4,LIT
product_template_9878_d06d28f4,LIT
product_template_9880_c1fa161e,LIT
product_template_9810_40811c07,LIT
product_template_9823_9c9c11d3,LIT
product_template_9837_fdca7d24,LIT
product_template_9843_84b27c90,LIT
product_template_9840_9d9039a8,LIT
product_template_9848_74959b35,LIT
product_template_9851_5d2def26,LIT
product_template_9854_528c8a44,LIT
product_template_8741_11a2a599,MLM
product_template_8751_82612882,MLM
product_template_8752_877e1fd2,MLM
product_template_8753_d003f54b,MLM
product_template_8758_37641c0c,MLM
product_template_8759_19d17375,MLM
product_template_11670_3b1aee1d,STH
product_template_11668_e930e1c9,MLM
product_template_8391_e88f1662,STH
product_template_9042_7ce454e0,MLM
product_template_9043_064cbacb,MLM
product_template_9041_1cc23adc,MLM
product_template_9040_e0e8b299,MTS
product_template_9588_d3d1e7cd,MTS
product_template_9589_77797708,MTS
product_template_9686_3a61df2e,PLT
product_template_8384_5734cd77,STH
product_template_8388_ef1c002a,STH/VLS/RIO
product_template_11558_9e54964b,RIO
product_template_9490_b898aacb,SEN
product_template_9493_1dd42c57,SEN
product_template_9056_056c8f69,PCN
product_template_11444_96a978f5,STH
product_template_8607_66c1861d,SSX
product_template_8609_dec66d9d,SSX
product_template_8577_85e8a65a,SSX
product_template_8582_bf827fff,SSX
product_template_10605_01935de2,SSX
product_template_12383_34bc7a07,SSX
product_template_8589_5da028db,SSX
product_template_8593_435e754d,SSX
product_template_8594_7ce93d0d,SSX
product_template_10789_92f25d86,SSX
product_template_8595_5608d2a5,SSX
product_template_8590_4bb81a84,SSX
product_template_8603_a8cdbcb1,SSX
product_template_8604_fdb817b1,SSX
product_template_8605_2680bcee,SSX
product_template_8596_f787ecbf,SSX
product_template_9857_433e1beb,STH
product_template_8610_9f9e8782,STH
product_template_8621_233e781b,STH
product_template_8611_b9e292ec,STH
product_template_8620_13e7b11e,STH
product_template_8612_a602101d,STH
product_template_8619_cae4d963,STH
product_template_8613_16ce9a07,STH
product_template_8618_1014fe9d,STH
product_template_8614_d08af08f,STH
product_template_8617_ac5c980e,STH
product_template_8615_7105a24d,STH
product_template_8616_2edbd492,STH
product_template_8687_d1c1faa7,STH
product_template_8684_0ddc071e,STH
product_template_8690_9b9d3c6b,STH
product_template_8689_2ea325bf,STH
product_template_8646_7342ae60,STH
product_template_8639_c16d0434,STH
product_template_8702_2a2a7aff,STH
product_template_8700_4e46b724,STH
product_template_8703_152689c0,STH
product_template_8701_b8ccbd10,STH
product_template_8648_fd0b8eef,STH
product_template_8654_f0aac6e8,STH
product_template_8651_772df1b4,STH
product_template_8652_7674a0c9,STH
product_template_8693_e8511953,STH
product_template_8691_0b392b74,STH
product_template_8710_d170ebbf,STH
product_template_8708_9c2070de,STH
product_template_8711_8f9b3e67,STH
product_template_8709_58c62b48,STH
product_template_8661_9673ec41,STH
product_template_8655_f3ea992a,STH
product_template_8666_6292cc36,STH
product_template_8665_3cb67d90,STH
product_template_8662_8b7e14c8,STH
product_template_8659_4a94d804,STH
product_template_8663_54ce8912,STH
product_template_8660_acd71f2e,STH
product_template_8696_6c92812e,STH
product_template_8695_f34feac6,STH
product_template_8715_7b4b19c5,STH
product_template_8712_32972d82,STH
product_template_8713_eeab0fb7,STH
product_template_8716_729f26d2,STH
product_template_8714_f4d32ad4,STH
product_template_8717_98f5536c,STH
product_template_8668_85108481,STH
product_template_8670_f4b86155,STH
product_template_8673_4e3f113b,STH
product_template_8672_a1098daa,STH
